"EAN NR.";"NSH Varenr.";"DB NR.";"Varebetegnelse DK";"Varebetegnelse SE";"Varebetegnelse FI";"Varebetegnelse UK"
"5705858723891";"101-280PC";"";"Bom trykimp., ½-skåren, Ø7 x 200 cm";"Bjälke tryckimpregnerad, ½-skuren, Ø7 x 200 cm";"Painekyll. vaakapuu, halkaistu 1/2, Ø 7 x 200 cm";"Rail impregnated, ½ cut, Ø7 x 200 cm"
"5705858723907";"101-281PC";"";"Bom sort grundmalet ½-skåren, Ø7 x 200 cm";"Bjälke, grundmålad svart ½-skuren, Ø7 x 200 cm";"Tolppa, mustaksi petsattu 1/2, Ø 7 x 200 cm";"Rail, primed black ½ cut, Ø7 x 200 cm"
"5705858723914";"101-282PC";"";"Bom trykimp., ½-skåren, Ø7 x 220 cm";"Bjälke tryckimpregnerad, ½-skuren, Ø7 x 220 cm";"Painekyll. vaakapuu, halkaistu 1/2, Ø 7 x 220 cm";"Rail impregnated, ½ cut, Ø7 x 220 cm"
"5705858723938";"101-284PC";"";"Bom trykimp., ½-skåren, Ø7 x 250 cm";"Bjälke tryckimpregnerad, ½-skuren, Ø7 x 250 cm";"Painekyll. vaakapuu, halkaistu ½, Ø 7 x 250 cm";"Rail impregnated, ½ cut, Ø7 x 250 cm"
"5705858710761";"101-303N";"";"Bom trykimp., ½-skåren uden fas, Ø10 x 300 cm";"Bjälke tryckimpregnerad, ½-skuren utan fas, Ø10 x 300 cm";"Painekyll. vaakapuu, halkaistu 1/2, Ø 10 x 300 cm, hiomaton päätyleikkaus";"Rail impregnated, ½ cut in both ends, Ø10 x 300 cm"
"5705858723952";"101-350PC";"";"”DERBY” bom 4,5x12x300 cm NTR-AB";"”DERBY” bjälke 4,5 x 12 x 300 cm NTR-AB";"”DERBY”-aita 4,5 x 12 x 300 cm NTR-AB";"”DERBY” rail 4.5 x 12 x 300 cm NTR-AB"
"5705858723976";"101-352PC";"";"”DERBY” pæl mellem Ø14x200 cm NTR-A";"”DERBY” mellanstolpe Ø14 x 200 cm NTR-A";"”DERBY”-aita Ø14 x 200 cm NTR-A";"”DERBY” middle post Ø14 x 200 cm NTR-A"
"5705858723990";"101-353PC";"";"”DERBY” pæl ende Ø14x200 cm NTR-A";"”DERBY” ändstolpe Ø14 x 200 cm NTR-A";"”DERBY”-aita Ø14 x 200 cm NTR-A";"”DERBY” end post Ø14 x 200 cm NTR-A"
"5705858724010";"101-354PC";"";"”DERBY” pæl hjørne Ø14x200 cm NTR-A";"”DERBY” hörnstolpe Ø14 x 200 cm NTR-A";"”DERBY”-aita Ø14 x 200 cm NTR-A";"”DERBY” corner post Ø14 x 200 cm NTR-A"
"5705858724034";"101-365PC";"";"Ridebanehegn 40 lb. meter";"Häststängsel 40 m";"Hevosaitaus 40 metriä, painekyllästetty";"Horse fence 40 m"
"5705858063744";"101-366";"";"Ridebanehegn 80 lb. meter";"Häststängsel 80 m";"Hevosaitaus 80 metriä, painekyllästetty";"Horse fence 80 m"
"5705858063751";"101-367";"";"Ridebanehegn 120 lb. meter";"Häststängsel 120 m";"Hevosaitaus 120 metriä, painekyllästetty";"Horse fence 120 m"
"5705858724065";"101-454PC";"";"Pæl afbarket Ø6/8 cm x L: 180 cm NTR-A";"Stolpe avbarkad Ø6/8 cm x L: 180 cm NTR-A";"Kuorittu, painekyllästetty tolppa, Ø 6/8 x 180 cm NTR-A";"Fence post debarked Ø6/8 cm x L: 180 cm NTR-A"
"5705858721590";"101-464";"";"Raftehegn med bark – 7-fags pakke";"Bjälkstaket med bark - 7-modulsset";"Riukuaita, kuorellinen, 7 moduulin pakkaus";"Raft fence with bark 7 modules package"
"5705858701813";"101-543";"";"Pæl rund, robinie, Ø8/10 cm x L: 180 cm";"Stolpe rund, robinia, Ø8/10 cm x L: 180 cm";"Robiniatolppa, Ø 8/10 x 180 cm";"Fence post round, robinia, Ø8/10 cm x L: 180 cm"
"5705858019031";"101-560";"";"Pæl, robinie, 18/24 cm2 x L: 150 cm";"Stolpe robinia sågad, 18/24 cm2 x L: 150 cm";"Robiniatolppa sahattu, 18/24 x 150 cm";"Fence post sawn, robinia, 18/24 cm2 x L: 150 cm"
"5705858019048";"101-561";"";"Pæl savet , robinie, 18/24 cm2 x L: 170 cm";"Stolpe sågad, robinia, 18/24 cm2 x L: 170 cm";"Robiniatolppa, sahattu, 18/24 x 170 cm";"Fence post sawn, robinia, 18/24 cm2 x L: 170 cm"
"5705858019055";"101-562";"";"Pæl savet, robinie, 18/24 cm2 x L: 200 cm";"Stolpe sågad, robinia, 18/24 cm2 x L: 200 cm";"Robiniatolppa, sahattu, 18/24 x 200 cm";"Fence post sawn, robinia, 18/24 cm2 x L: 200 cm"
"5705858052335";"101-564";"";"Pæl savet, robinie, 18/24 cm2 x L: 250 cm";"Stolpe sågad, robinia, 18/24 cm2 x L: 250 cm";"Robiniatolppa, sahattu, 18/24 x 250 cm";"Fence post sawn, robinia, 18/24 cm2 x L: 250 cm"
"5705858056050";"101-565";"";"Pæl ½-skåret, robinie, Ø10/12 cm x L: 160 cm";"Stolpe ½-skuren, robinia, Ø10/12 cm x L: 160 cm";"Robiniatolppa, halkaistu 1/2, Ø 10/12 x 160 cm";"Fence post ½ cut, robinia, Ø10/12 cm x L: 160 cm"
"5705858019062";"101-566";"";"Pæl ½-skåret, robinie, Ø10/12 cm x L: 180 cm";"Stolpe ½-skuren, robinia, Ø10/12 cm x L: 180 cm";"Robiniatolppa, halkaistu 1/2, Ø 10/12 x 180 cm";"Fence post ½ cut, robinia, Ø10/12 cm x L: 180 cm"
"5705858019079";"101-567";"";"Pæl ½-skåret, robinie, Ø10/12 cm x L: 200 cm";"Stolpe ½-skuren, robinia, Ø10/12 cm x L: 200 cm";"Robiniatolppa, halkaistu 1/2, Ø 10/12 x 200 cm";"Fence post ½ cut, robinia, Ø10/12 cm x L: 200 cm"
"5705858063836";"101-568";"";"Pæl ½-skåret, robinie, Ø10/12 cm x L: 225 cm";"Stängselstolpar ½ runda, Robinia trä - FSC®-certifierat";"Robiniatolppa, halkaistu 1/2, Ø 10/12 x 225 cm";"Fence post, ½ round, Robinia - FSC® Certified"
"5705858019086";"101-570";"";"Pæl ½-skåret, robinie, Ø12/14 cm x L: 180 cm";"Stolpe ½-skuren, robinia, Ø12/14 cm x L: 180 cm";"Robiniatolppa, halkaistu 1/2, Ø 12/14 x 180 cm";"Fence post ½ cut, robinia, Ø12/14 cm x L: 180 cm"
"5705858019093";"101-571";"";"Pæl ½-skåret, robinie, Ø12/14 cm x L: 200 cm";"Stolpe ½-skuren, robinia, Ø12/14 cm x L: 200 cm";"Robiniatolppa, halkaistu 1/2, Ø 12/14 x 200 cm";"Fence post ½ cut, robinia, Ø12/14 cm x L: 200 cm"
"5705858040387";"101-572";"";"Pæl ½-skåret, robinie, Ø12/14 cm x L: 225 cm";"Stolpe ½-skuren, robinia, Ø12/14 cm x L: 225 cm";"Robiniatolppa, halkaistu 1/2, Ø 12/14 x 225 cm";"Post ½ cut, robinia, Ø12/14 cm x L: 225 cm"
"5705858019109";"101-574";"";"Pæl ½-skåret, robinie, Ø14/17 cm x L: 200 cm";"Stolpe ½-skuren, robinia, Ø14/17 cm x L: 200 cm";"Robiniatolppa, halkaistu 1/2, Ø 14/17 x 200 cm";"Fence post ½ cut, robinia, Ø14/17 cm x L: 200 cm"
"5705858019116";"101-575";"";"Pæl ½-skåret, robinie, Ø14/17 cm x L: 225 cm";"Stolpe ½-skuren, robinia, Ø14/17 cm x L: 225 cm";"Robiniatolppa, halkaistu 1/2, Ø 14/17 x 225 cm";"Fence post ½ cut, robinia, Ø14/17 cm x L: 225 cm"
"5705858019123";"101-576";"";"Pæl ½-skåret, robinie, Ø14/17 cm x L: 250 cm";"Stolpe ½-skuren, robinia, Ø14/17 cm x L: 250 cm";"Robiniatolppa, halkaistu 1/2, Ø 14/17 x 250 cm";"Fence post ½ cut, robinia, Ø14/17 cm x L: 250 cm"
"5705858019130";"101-578";"";"Pæl ½-skåret, robinie, Ø14/17 cm x L: 300 cm";"Stolpe ½-skuren, robinia, Ø14/17 cm x L: 300 cm";"Robiniatolppa, halkaistu 1/2, Ø 14/17 x 300 cm";"Fence post ½ cut, robinia, Ø14/17 cm x L: 300 cm"
"5705858019178";"101-586";"";"Pæl rund, robinie, Ø6/8 cm x L: 180 cm";"Stolpe rund, robinia, Ø6/8 cm x L: 180 cm";"Robiniatolppa, Ø 6/8 x 180 cm";"Fence post round, robinia, Ø6/8 cm x L: 180 cm"
"5705858057699";"101-587";"";"Pæl rund, robinie, Ø8/10 cm x L: 200 cm";"Stolpe rund, robinia, Ø8/10 x L: 200 cm";"Robiniatolppa, Ø 8/10 x 200 cm";"Fence post round, robinia, Ø8/10 cm x L: 200 cm"
"5705858019185";"101-588";"";"Pæl rund, robinie, Ø10/12 cm x L: 200 cm";"Stolpe rund, robinia, Ø10/12 x L: 200 cm";"Robiniatolppa, Ø 10/12 x 200 cm";"Fence post round, robinia, Ø10/12 cm x L: 200 cm"
"5705858019192";"101-590";"";"Pæl rund, robinie, Ø10/12 cm x L: 250 cm";"Stolpe rund, robinia, Ø10/12 x L: 250 cm";"Robiniatolppa, Ø 10/12 x 250 cm";"Fence post round, robinia, Ø10/12 cm x L: 250 cm"
"5705858019208";"101-592";"";"Pæl rund, robinie, Ø12/14 cm x L: 200 cm";"Stolpe rund, robinia, Ø12/14 x L: 200 cm";"Robiniatolppa, Ø 12/14 x 200 cm";"Fence post round, robinia, Ø12/14 cm x L: 200 cm"
"5705858060958";"101-593";"";"Pæl rund, robinie, Ø12/14 cm x L: 225 cm";"Stolpe rund, robinia, Ø12/14 x L: 225 cm";"Robiniatolppa, Ø 12/14 x 225 cm";"Fence post round, robinia, Ø12/14 cm x L: 225 cm"
"5705858019215";"101-594";"";"Pæl rund, robinie, Ø14/17 cm x L: 200 cm";"Stolpe rund, robinia, Ø14/17 x L: 200 cm";"Robiniatolppa, Ø 14/17 x 200 cm";"Fence post round, robinia, Ø14/17 cm x L: 200 cm"
"5705858019222";"101-596";"";"Pæl rund, robinie, Ø14/17 cm x L: 250 cm";"Stolpe rund, robinia, Ø14/17 x L: 250 cm";"Robiniatolppa, Ø 14/17 x 250 cm";"Fence post round, robinia, Ø14/17 cm x L: 250 cm"
"5705858704234";"101-602";"";"Pæl , robinie Ø12/14 L = 250 cm";"Stolpe, robinia Ø12/14 L = 250 cm";"Tolppa, robinia Ø12/14 P = 250 cm";"Post, robinia Ø12/14 L = 250 cm"
"5705858051130";"101-632";"";"Pæl rund, robinie, Ø14/17 cm x L: 300 cm";"Stolpe rund, robinia, Ø14/17 x L: 300 cm";"Robiniatolppa, Ø 14/17 x 300 cm";"Fence post round, robinia, Ø14/17 cm x L: 300 cm"
"5705858051147";"101-633";"";"Pæl rund, robinie, Ø14/17 cm x L: 350 cm";"Stolpe rund, robinia, Ø14/17 x L: 350 cm";"Robiniatolppa, Ø 14/17 x 350 cm";"Fence post round, robinia, Ø14/17 cm x L: 350 cm"
"5705858063966";"101-635";"";"Pæl , robinie, 24/30 cm2 x L: 180 cm";"Sågad Stängselstolpar, Robinia trä - FSC®-certifierat";"Robiniatolppa, sahattu 24/30 x 180 cm";"Sawn fence post, Robinia - FSC® Certified"
"5705858724089";"101-670PC";"";"Profilhegn HORTUS";"Profilstaket 2,2 x 12 x 200 cm HORTUS";"Vaakalauta profiiliaitaan, paksuus 22mm, korkeus 12 cm, pituus 200 cm HORTUS";"Profile fence 2.2 x 12 x 200 cm HORTUS"
"5705858724096";"101-671PC";"";"Lige top til profilhegn 6 x 3 x 200 cm HORTUS";"Jämn topp till profilstaket 6 x 3 x 200 cm HORTUS";"Kaareva ylälauta profiiliaitaan, paksuus 20 mm, kork. 6 cm, pit. 200 cm HORTUS";"Even top for profile fence 6 x 3 x 200 cm HORTUS"
"5705858724102";"101-672PC";"";"Buet top til profilhegn 2,2 x 120 x 200 cm HORTUS";"Böjd topp till profilstaket 2,2 x 120 x 200 cm HORTUS";"Ylälauta profiiliaitaan, paksuus 22 mm, korkeus 12 cm, pituus 200 cm HORTUS";"Curved top for profile fence 2.2 x 120 x 200 cm HORTUS"
"5705858724119";"101-677PC";"";"Stolpe til profilhegn ende 9 x 9 x 270 cm HORTUS";"Stolpe till profilstaket slut 9 x 9 x 270 cm HORTUS";"Päätytolppa (U -muoto) profiiliaitaan, 90x90x2700 mm HORTUS";"Post for profile fence end 9 x 9 x 270 cm HORTUS"
"5705858724126";"101-678PC";"";"Stolpe til profilhegn mellem 9 x 9 x 270 cm HORTUS";"Stolpe till profilstaket mellan 9 x 9 x 270 cm HORTUS";"Keskitolppa (H -muoto) profiiliaitaan, 90x90x2700 mm HORTUS";"Post for profile fence middle 9 x 9 x 270 cm HORTUS"
"5705858724133";"101-679PC";"";"Stolpe til profilhegn hjørne 9 x 9 x 270 cm HORTUS";"Stolpe till profilstaket hörn 9 x 9 x 270 cm HORTUS";"Kulmatolppa (L -muoto) profiiliaitaan, 90x90x2700 mm HORTUS";"Post for profile fence corner 9 x 9 x 270 cm HORTUS"
"5705858708942";"101-685";"";"Profil plankehegn 170 cm 3 fag med topprofil flad afslutning og 4 mellem stolper HORTUS";"Profilstaket 170 cm 3 sektioner med toppprofil platt avslutning och 4 mellanstolpar HORTUS";"Profiiliaitaan 170 cm korkea, kolmen paneelin mittainen ponttilauta-aitasetti, suora yläosa HORTUS";"Profile fence 170 cm 3 sections with straight top profile and 4 medium sized fencing posts HORTUS"
"5705858708959";"101-686";"";"Profil plankehegn 170 cm 4 fag med topprofil flad afslutning og 5 mellem stolper HORTUS";"Profilstaket 170 cm 4 sektioner med topprofil platt avslutning och 5 mellanstolpar HORTUS";"Profiiliaitaan 170 cm korkea, neljän paneelin mittainen ponttilauta-aitasetti, suora yläosa HORTUS";"Profile fence 170 cm 4 sections with straight top profile and 5 medium sized fencing posts HORTUS"
"5705858708966";"101-687";"";"Profil plankehegn 170 cm 5 fag med topprofil flad afslutning og 6 mellem stolper HORTUS";"Profilstaket 170 cm 5 sektioner med topprofil platt avslutning och 6 mellanstolpar HORTUS";"Profiiliaitaan 170 cm korkea, viiden paneelin mittainen ponttilauta-aitasetti, suora yläosa HORTUS";"Profile fence 170 cm 5 sections with straight top profile and 6 medium sized fencing posts HORTUS"
"5705858708973";"101-688";"";"Profil plankehegn tillægsfag 170 cm med topprofil flad afslutning og 1 mellem stolpe HORTUS";"Profilstaket 170 cm tilläggssektion med topprofil med platt avslutning och en mellanstolpe HORTUS";"Profiiliaitaan 170 cm korkea, yhden paneelin mittainen lisäpakkaus ponttilauta-aitasettiin, suora yläosa HORTUS";"Profile fence 170 cm supplementary section including straight top profile and 1 medium sized fencing post HORTUS"
"5705858708980";"101-689";"";"Profil plankehegn 178,5 cm 3 fag med topprofil buet afslutning og 4 mellem stolper HORTUS";"Profilstaket 178,5 cm 3 sektioner med topprofil böjd avslutning och 4 mellanstolpar HORTUS";"Profiiliaitaan 178,5 cm korkea, kolmen paneelin mittainen ponttilauta-aitasetti, kaareva yläosa HORTUS";"Profile fence 178,5 cm 3 sections with curved top profile and 4 medium sized fencing posts HORTUS"
"5705858708997";"101-690";"";"Profil plankehegn 178,5 cm 4 fag med topprofil buet afslutning og 5 mellem stolper HORTUS";"Profilstaket 178,5 cm 4 sektioner med topprofil böjd avslutning och 5 mellanstolpar HORTUS";"Profiiliaitaan 178,5 cm korkea, neljän paneelin mittainen ponttilauta-aitasetti, kaareva yläosa HORTUS";"Profile fence 178.5 cm 4 sections with curved top profile and 5 medium sized fencing posts HORTUS"
"5705858709000";"101-691";"";"Profil plankehegn 178,5 cm 5 fag med topprofil buet afslutning og 6 mellem stolper HORTUS";"Profilstaket 178,5 cm 5 sektioner med topprofil böjd avslutning och 6 mellanstolpar HORTUS";"Profiiliaitaan 178,5 cm korkea, viiden paneelin mittainen ponttilauta-aitasetti, kaareva yläosa HORTUS";"Profile fence 178.5 cm 5 sections with curved top profile and 6 medium sized fencing posts HORTUS"
"5705858709017";"101-692";"";"Profil plankehegn tillægsfag 178,5 cm med topprofil buet afslutning og 1 mellem stolpe HORTUS";"Profilstaket 178,5 cm tilläggssektion med topprofil med böjd avslutning och en mellanstolpe HORTUS";"Profiiliaitaan 178,5 cm korkea, yhden paneelin mittainen lisäpakkaus ponttilauta-aitasettiin, kaareva yläosa HORTUS";"Profile fence 178.5 cm supplementary section including curved top profile and 1 medium sized fencing post HORTUS"
"5705858724140";"101-704PC";"";"Rafte trykimp. Ø5 x 220 cm, faset i begge ender";"Bjälke tryckimpregnerad Ø5 x 220 cm, fasad i bägge ändar";"Painekyllästetty riuku, Ø 5 x 220 cm";"Fence beam pressure treated Ø5 x 220 cm, bevelled in both ends"
"5705858724164";"101-709PC";"";"Rafte trykimp. Ø6 x 200 cm, faset i begge ender";"Bjälke tryckimpregnerad Ø6 x 200 cm, fasad i bägge ändar";"Painekyllästetty riuku, Ø 6 x 200 cm";"Fence beam pressure treated Ø6 x 200 cm, bevelled in both ends"
"5705858724188";"101-710PC";"";"Rafte trykimp. Ø6 x 220 cm, faset i begge ender";"Bjälke tryckimpregnerad Ø6 x 220 cm, fasad i bägge ändar";"Painekyllästetty riuku, Ø 6 x 220 cm";"Fence beam pressure treated Ø6 x 220 cm, bevelled in both ends"
"5705858724201";"101-716PC";"";"Rafte trykimp. Ø7 x 220 cm, faset i begge ender";"Bjälke tryckimpregnerad Ø7 x 220 cm, fasad i bägge ändar";"Painekyllästetty riuku, Ø 7 x 220 cm";"Fence beam pressure treated Ø7 x 220 cm, bevelled in both ends"
"5705858724225";"101-717PC";"";"Rafte trykimp. Ø7 x 250 cm, faset i begge ender";"Bjälke tryckimpregnerad Ø7 x 250 cm, fasad i bägge ändar";"Painekyllästetty riuku, Ø 7 x 250 cm";"Fence beam pressure treated Ø7 x 250 cm, bevelled in both ends"
"5705858077208";"101-901";"";"Hegnsstolpe hvid grundmalet 7 x 7 x 150 cm, NORDIC FENCE";"Staketstolpe, vit grundmålad, 7x7x150 cm, NORDIC FENCE";"Aitatolppa, pohjamaalattu valkoinen 7x7x150 cm, NORDIC FENCE";"Fence post white primed 7x7x150 cm, NORDIC FENCE"
"5705858077215";"101-906";"";"Hegnsstolpe sort grundmalet 7 x 7 x 150 cm, NORDIC FENCE";"Staketstolpe, svart grundmålad, 7x7x150 cm, NORDIC FENCE";"Aitatolppa, pohjamaalattu musta 7x7x150 cm, NORDIC FENCE";"Fence post black primed 7x7x150 cm, NORDIC FENCE"
"5705858077260";"101-920PC";"";"Multistolpe ""X"" 5 x 5 x 150 cm NTR-A, NORDIC FENCE";"Multistolpe ""X"" 5 x 5 x 150 cm NTR-A, NORDIC FENCE";"Monikäyttötolppa ""X"" 5 x 5 x 150 cm, painekyllästetty NTR-A, NORDIC FENCE";"Multi post ""X"" 5 x 5 x 150 cm NTR-A, NORDIC FENCE"
"5705858077420";"101-921PC";"";"Multistolpe ""X"" 7x7x100 cm NTR-A, NORDIC FENCE";"Multistolpe ""X"" 7 x 7 x 100 cm NTR-A, NORDIC FENCE";"Multipylväs ""X"" 7x7x100 cm NTR-A, NORDIC FENCE";"Multi post ""X"" 7 x 7 x 100 cm NTR-A, NORDIC FENCE"
"5705858724256";"101-922PC";"";"Multistolpe ""X"" 7 x 7 x 150 cm NTR-A";"Multistolpe ""X"" 7 x 7 x 150 cm NTR-A";"Yleistolppa X, 7 x 7 x 150 cm, toinen pää leikattu suoraksi NTR-A";"Multipost ""X"" 7 x 7 x 150 cm NTR-A"
"5705858724263";"101-924PC";"";"Multistolpe ""X"" 7 x 7 x 180 cm NTR-A";"Multistolpe ""X"" 7 x 7 x 180 cm NTR-A";"Yleistolppa X, 7 x 7 x 180 cm, toinen pää leikattu suoraksi NTR-A";"Multipost ""X"" 7 x 7 x 180 cm NTR-A"
"5705858724270";"101-928PC";"";"Multistolpe ""X"" 7 x 7 x 270 cm NTR-A";"Multistolpe ""X"" 7 x 7 x 270 cm NTR-A";"Yleistolppa X, 7 x 7 x 270 cm, toinen pää leikattu suoraksi NTR-A";"Multipost ""X"" 7 x 7 x 270 cm NTR-A"
"5705858724287";"101-933PC";"";"Multistolpe ""X"" 9 x 9 x 180 cm NTR-A";"Multistolpe ""X"" 9 x 9 x 180 cm NTR-A";"Yleistolppa X, 9 x 9 x 180 cm, toinen pää leikattu suoraksi NTR-A";"Multipost ""X"" 9 x 9 x 180 cm NTR-A"
"5705858724294";"101-935PC";"";"Multistolpe ""X"" 9 x 9 x 210 cm NTR-A";"Multistolpe ""X"" 9 x 9 x 210 cm NTR-A";"Yleistolppa X, 9 x 9 x 210 cm, toinen pää leikattu suoraksi NTR-A";"Multipost ""X"" 9 x 9 x 210 cm NTR-A"
"5705858724300";"101-936PC";"";"Multistolpe ""X"" 9 x 9 x 240 cm NTR-A";"Multistolpe ""X"" 9 x 9 x 240 cm NTR-A";"Yleistolppa X, 9 x 9 x 240 cm, toinen pää leikattu suoraksi NTR-A";"Multipost ""X"" 9 x 9 x 240 cm NTR-A"
"5705858724331";"101-938PC";"";"Multistolpe ""X"" 9 x 9 x 270 cm NTR-A";"Multistolpe ""X"" 9 x 9 x 270 cm NTR-A";"Yleistolppa X, 9 x 9 x 270 cm, toinen pää leikattu suoraksi NTR-A";"Multipost ""X"" 9 x 9 x 270 cm NTR-A"
"5705858077192";"101-983";"";"Omlimet stolpe, 68 x 68 x 1880 mm, hvid grundmalet, NORDIC FENCE";"Limmad stolpe, 68x68x1880 mm, vit grundmålad, NORDIC FENCE";"Liimapuutolppa, 68x68x1880 mm, pohjamaalattu valkoinen, NORDIC FENCE";"Glue laminated post, 68x68x1880 mm, white primed, NORDIC FENCE"
"5705858038650";"102-001";"";"Stolpe 4 x 4 x 150 cm, galvaniseret";"Stolpe 4 x 4 x 150 cm, galvaniserad";"Galvanoitu tolppa X- ja O -paneeliaidalle 40 x 40 x 1500 mm";"Post 4 x 4 x 150 cm, galvanised"
"5705858038667";"102-002";"";"Stolpe 4 x 4 x 150 cm, sort";"Stolpe 4 x 4 x 150 cm, svart";"Musta tolppa X- ja O -paneeliaidalle, 40 x 40 x 1500 mm";"Post 4 x 4 x150 cm, black"
"5705858728124";"102-007";"";"Panelhegn hjørnestolpe 50x50x1500 mm galv., NORDIC FENCE";"Panelstängsel hörnstolpe 50 x 50 x 1500 mm galvaniserad, NORDIC FENCE";"Paneliaidan kulmapylväs 50x50x1500 mm galvanodisoitu, NORDIC FENCE";"Panel fence corner post 50x50x1500 mm galvanized, NORDIC FENCE"
"5705858728131";"102-008";"";"Panelhegn hjørnestolpe 50x50x1500 mm sort, NORDIC FENCE";"Panelstängsel hörnstolpe 50 x 50 x 1500 mm svart, NORDIC FENCE";"Paneliaidan kulmapylväs 50x50x1500 mm musta, NORDIC FENCE";"Panel fence corner post 50x50x1500 mm black, NORDIC FENCE"
"5705858031279";"102-010";"";"Stolpe for panelhegn Ø34 mm, grøn";"Stolpe till panelstängsel Ø34 mm, grön";"Elementtiaidan tolppa, Ø34 mm, vihreä";"Post for panel fence Ø34 mm, green"
"5705858031323";"102-011";"";"Stolpe for panelhegn Ø34 mm, grå";"Stolpe till panelstängsel Ø34 mm, grå";"Elementtiaidan tolppa, Ø34 mm, harmaa";"Post for panel fence Ø34 mm, gray"
"5705858032924";"102-020";"";"Stolpe for maskinflet, 120 cm";"Stolpe till industristängsel, 120 cm";"Tolppa, Ø 38 mm, hitsattuun aitaverkkoon, 120 cm";"Post for chain link fence, 120 cm"
"5705858032931";"102-021";"";"Stolpe for maskinflet, 150 cm";"Stolpe till industristängsel, 150 cm";"Tolppa, Ø 38 mm, hitsattuun aitaverkkoon, 150 cm";"Post for chain link fence, 150 cm"
"5705858032948";"102-022";"";"Stolpe for maskinflet, 175 cm";"Stolpe till industristängsel, 175 cm";"Tolppa, Ø 38 mm, hitsattuun aitaverkkoon, 175 cm";"Post for chain link fence, 175 cm"
"5705858032979";"102-030";"";"Skråstiver med beslag, 120 cm";"Diagonalstag med beslag, 120 cm";"Vinotuki (Ø = 38 mm) kiinnikkeineen, 120 cm";"Diagonal post with brackets, 120 cm"
"5705858032986";"102-031";"";"Skråstiver med beslag, 150 cm";"Diagonalstag med beslag, 150 cm";"Vinotuki (Ø = 38 mm) kiinnikkeineen, 150 cm";"Diagonal post with brackets, 150 cm"
"5705858032993";"102-032";"";"Skråstiver med beslag, 175 cm";"Diagonalstag med beslag, 175 cm";"Vinotuki (Ø = 38 mm) kiinnikkeineen, 175 cm";"Diagonal post with brackets, 175 cm"
"5705858033006";"102-033";"";"Skråstiver med beslag, 200 cm";"Diagonalstag med beslag, 200 cm";"Vinotuki (Ø = 38 mm) kiinnikkeineen, 200 cm";"Diagonal post with brackets, 200 cm"
"5705858033013";"102-034";"";"Skråstiver med beslag, 225 cm";"Diagonalstag med beslag, 225 cm";"Vinotuki (Ø = 38 mm) kiinnikkeineen, 225 cm";"Diagonal post with brackets, 225 cm"
"5705858031187";"102-051";"";"Dobbelt beslag for panelhegn Ø34 mm, grøn";"Dubbla beslag till panelstängsel Ø34 mm, grön";"Aitaelementin kaksoiskiinnike, Ø34 mm, vihreä";"Double fittings for panel fence Ø34 mm, green"
"5705858031217";"102-052";"";"Dobbelt beslag for panelhegn Ø34 mm, grå";"Dubbla beslag till panelstängsel Ø34 mm, grå";"Aitaelementin kaksoiskiinnike, Ø34 mm, harmaa";"Double fitting for panel fence Ø34 mm, gray"
"5705858031194";"102-053";"";"Enkelt beslag for panelhegn Ø34 mm, grøn";"Enkelt beslag till panelstängsel Ø34 mm, grön";"Aitaelementin yksittäiskiinnike Ø34 mm, vihreä";"Single fitting for panel fence Ø34 mm, green"
"5705858031224";"102-054";"";"Enkelt beslag for panelhegn Ø34 mm, grå";"Enkelt beslag till panelstängsel Ø34 mm, grå";"Aitaelementin yksittäiskiinnike Ø34 mm, harmaa";"Single fitting for panel fence Ø34 mm, gray"
"5705858031200";"102-055";"";"Enkelt beslag for panelhegn Ø60 mm, grøn";"Enkelt beslag till panelstängsel Ø60 mm, grön";"Aitaelementin yksittäiskiinnike, vihreä, Ø 60 mm";"Single fitting for panel fence Ø60 mm, green"
"5705858031231";"102-056";"";"Enkelt beslag for panelhegn Ø60 mm, grå";"Enkelt beslag till panelstängsel Ø60 mm, grå";"Aitaelementin yksittäiskiinnike Ø60 mm, harmaa";"Single fitting for panel fence Ø60 mm, gray"
